,name,rating,price,Total Reviews
20,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
21,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
22,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
23,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
24,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
25,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
26,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
27,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
28,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
29,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
30,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
31,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
32,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
33,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
34,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
35,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
36,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
37,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
38,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
39,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
40,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
41,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
42,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
43,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
44,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
45,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
46,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
47,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
48,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
49,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
50,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
51,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
52,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
53,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
54,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
55,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
56,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
57,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
58,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
59,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
60,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
61,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
62,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
63,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
64,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
65,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
66,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
67,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
68,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
69,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
70,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
71,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
72,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
73,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
74,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
75,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
76,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
77,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
78,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
79,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
80,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
81,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
82,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
83,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
84,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
85,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
86,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
87,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
88,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
89,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
90,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
91,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
92,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
93,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
94,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
95,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
96,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
97,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
98,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
99,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
100,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
101,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
102,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
103,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
104,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
105,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
106,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
107,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
108,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
109,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
110,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
111,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
112,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
113,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
114,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
115,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
116,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
117,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
118,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
119,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
120,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
121,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
122,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
123,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
124,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
125,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
126,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
127,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
128,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
129,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
130,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
131,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
132,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
133,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
134,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
135,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
136,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
137,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
138,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
139,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
140,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
141,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
142,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
143,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
144,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
145,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
146,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
147,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
148,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
149,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
150,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
151,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
152,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
153,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
154,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
155,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
156,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
157,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
158,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
159,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
160,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
161,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
162,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
163,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
164,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
165,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
166,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
167,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop,5.0,"23,500","1
                                    reviews"
168,Avita Magus Intel CDC N3350 12.2 Inch FHD+ IPS Touch Display Charcoal Grey Laptop #NS12T5BD006P,3.0,"24,750","1
                                    reviews"
169,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Steel Blue Laptop #NS12T5BD005P,3.0,"24,750","1
                                    reviews"
170,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC	 12.2 Inch FHD+ IPS Touch Display Pastel Violet Laptop #NS12T5BD008P,3.0,"24,750","1
                                    reviews"
171,Avita Magus Intel CDC N3350 64GB eMMC + 64GB MMC 12.2 Inch FHD+ IPS Touch Display Seashell Pink Laptop #NS12T5BD007P,0.0,"24,750",0
172,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt Black Laptop # NE14A2BDC443-MB,0.0,"28,600",0
173,Avita Essential Intel CDC N4000 14 Inch FHD IPS Display Matt White Laptop #NE14A2BDC443-MW,9.5,"28,600","3
                                    reviews"
174,HP 15s-du1087TU Intel CDC N4020 15.6 Inch FHD Display Silver Laptop,0.0,"35,500",0
175,Acer Extensa 15 EX215-22-A789 AMD Athlon 3020E 15.6 Inch FHD AntiGlare Display Black Laptop,5.0,"35,500","1
                                    reviews"
176,Acer Aspire 3 A315-23 AMD Athlon Silver 3050U 15.6 Inch HD Silver Laptop #NX.HVUSI.00A,5.0,"36,000","1
                                    reviews"
177,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Silver Soft Mint Laptop #BULLN315AMD2105257-2Y,7.5,"36,500","2
                                    reviews"
178,Dell Inspiron 15-3505 AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop,5.0,"36,500","1
                                    reviews"
179,HP 15s-gr515AU AMD Athlon Silver 3050U 15.6 Inch HD Display Black Laptop #4D4U5PA-2Y,7.5,"37,000","2
                                    reviews"
180,Avita LIBER Intel Core i5 8250U 13.3 Inch FHD IPS Display Matt Black Laptop #7755-AVT-NS13A2BD014P,10.0,"56,700","3
                                    reviews"
181,Dell G7 15-7591 Intel Core i5 9300H 15.6 Inch FHD Display Silver Gaming Laptop,5.0,"85,000","1
                                    reviews"
182,Acer Extensa 15 EX215-52-384M Intel Core i3 1005G1 15.6 Inch FHD Display Black Laptop,12.5,"44,000","4
                                    reviews"
183,Dell Vostro 14 3400 Intel Core i3 1115G4 14 Inch HD Display Black Laptop,15.0,"46,800","11
                                    reviews"
184,Dell Latitude 14-5410 Intel Core i5 10210U 14 Inch FHD Display Grey Laptop,7.5,"81,000","2
                                    reviews"
